"item","fragment","logNaO","logMgO","logAlO","logSiO","logKO","logCaO","logFeO"
"s169","f1",-0.7431,-1.3637,-2.134,-0.1871,-5.7022,-0.9682,-5.4011
"s169","f1",-0.7544,-1.3226,-2.1118,-0.1891,-5.7029,-0.9745,-5.7029
"s169","f2",-0.7256,-1.3434,-2.2156,-0.2076,-2.6278,-0.9935,-5.707
"s169","f2",-0.7182,-1.352,-2.2684,-0.229,-2.6742,-1.0398,-5.4146
"s169","f2",-0.7177,-1.3506,-2.1828,-0.2291,-2.5382,-1.0214,-5.7142
"s169","f3",-0.7289,-1.3742,-2.2395,-0.2307,-2.6374,-1.0194,-5.7166
"s169","f3",-0.7218,-1.3476,-2.2359,-0.2245,-2.6717,-1.0115,-5.412
"s169","f3",-0.7236,-1.3519,-2.1726,-0.2023,-2.5579,-0.9741,-5.7041
"s169","f4",-0.7335,-1.347,-2.2438,-0.1031,-2.3577,-0.7814,-5.6588
"s169","f4",-0.7319,-1.357,-2.1657,-0.1265,-2.4404,-0.8346,-5.3699
"s169","f4",-0.73,-1.3425,-2.262,-0.1395,-2.4728,-0.8594,-5.677
"s170","f1",-0.6944,-1.3492,-2.1765,-0.1585,-5.6816,-0.8991,-5.6816
"s170","f1",-0.7047,-1.347,-2.2103,-0.1697,-2.6083,-0.9173,-5.3864
"s170","f1",-0.7066,-1.3353,-2.2045,-0.1584,-5.6816,-0.8878,-5.6816
"s170","f2",-0.7038,-1.3727,-2.3554,-0.2391,-2.9389,-1.0386,-5.7171
"s170","f2",-0.7001,-1.3708,-2.2548,-0.2415,-5.7172,-1.0377,-5.4161
"s170","f2",-0.6985,-1.3756,-2.303,-0.2419,-2.7638,-1.0478,-5.718
"s170","f3",-0.7099,-1.3482,-2.2155,-0.1794,-5.6926,-0.9382,-5.6926
"s170","f3",-0.7033,-1.3511,-2.2916,-0.174,-5.6896,-0.9292,-5.3885
"s170","f3",-0.7073,-1.3382,-2.2452,-0.1792,-2.8472,-0.9387,-5.6923
"s170","f4",-0.6973,-1.359,-2.3232,-0.2082,-2.662,-0.9799,-5.7034
"s170","f4",-0.7016,-1.3645,-2.4019,-0.206,-2.6616,-0.9754,-5.4019
"s170","f4",-0.6983,-1.344,-2.2376,-0.1992,-5.7,-0.9774,-5.7
"s171","f1",-0.7231,-1.3352,-2.1433,-0.1633,-2.7331,-0.9099,-5.6874
"s171","f1",-0.7287,-1.3588,-2.2121,-0.1655,-2.4851,-0.9125,-5.3882
"s171","f1",-0.7305,-1.3379,-2.1696,-0.1647,-2.5742,-0.905,-5.6882
"s171","f2",-0.7245,-1.3369,-2.1634,-0.1797,-2.7406,-0.9413,-5.6949
"s171","f2",-0.7231,-1.353,-2.2163,-0.1755,-2.6143,-0.9353,-5.3924
"s171","f2",-0.7255,-1.3721,-2.2814,-0.1819,-2.5824,-0.9352,-5.6964
"s171","f3",-0.7306,-1.3747,-2.2737,-0.2018,-2.559,-0.9703,-5.7051
"s171","f3",-0.7257,-1.3651,-2.2603,-0.2092,-2.5614,-0.984,-5.4065
"s171","f3",-0.722,-1.36,-2.2612,-0.2082,-2.7083,-0.989,-5.7083
"s171","f4",-0.7409,-1.373,-2.3095,-0.1992,-5.7075,-0.9865,-5.7075
"s171","f4",-0.7385,-1.3607,-2.2901,-0.196,-5.7051,-0.9776,-5.4041
"s171","f4",-0.7429,-1.3652,-2.1742,-0.1973,-5.4047,-0.9757,-5.7057
"s172","f1",-0.7186,-1.3736,-2.3736,-0.2311,-2.8129,-1.043,-2.2246
"s172","f1",-0.7201,-1.3766,-2.3747,-0.2351,-2.6379,-1.0386,-2.2257
"s172","f1",-0.7218,-1.3665,-2.3346,-0.2277,-5.7148,-1.0363,-2.2377
"s172","f2",-0.7163,-1.3624,-2.4221,-0.1953,-2.7009,-0.9774,-2.1694
"s172","f2",-0.723,-1.3658,-2.2689,-0.192,-2.6211,-0.9818,-2.1562
"s172","f2",-0.7152,-1.3716,-2.2706,-0.199,-5.702,-0.9802,-2.1222
"s172","f3",-0.7277,-1.3544,-2.2791,-0.2171,-2.6313,-1.0185,-2.2191
"s172","f3",-0.7274,-1.3724,-2.2815,-0.2217,-2.7586,-1.0244,-2.2357
"s172","f3",-0.7266,-1.363,-2.2944,-0.2151,-2.668,-1.0061,-2.1908
"s172","f4",-0.7227,-1.3795,-2.3715,-0.2261,-2.8108,-1.0255,-2.1576
"s172","f4",-0.7245,-1.3747,-2.256,-0.2008,-2.858,-0.978,-2.0903
"s172","f4",-0.7279,-1.3595,-2.2809,-0.1838,-5.6959,-0.947,-2.0427
"s173","f1",-0.7086,-1.3483,-2.1934,-0.1892,-2.5846,-0.9759,-5.6985
"s173","f1",-0.7134,-1.3431,-2.3031,-0.1941,-2.6597,-0.9784,-5.4
"s173","f1",-0.6607,-1.2396,-2.1105,-0.0992,-2.3535,-0.8808,-5.6546
"s173","f2",-0.7232,-1.3396,-2.2585,-0.169,-2.6107,-0.9146,-5.6898
"s173","f2",-0.7251,-1.3482,-2.2474,-0.178,-2.5484,-0.9386,-5.3935
"s173","f2",-0.7349,-1.3564,-2.3147,-0.1775,-2.8498,-0.9211,-5.6949
"s173","f3",-0.7307,-1.3567,-2.2367,-0.1875,-2.62,-0.951,-5.6991
"s173","f3",-0.7227,-1.3674,-2.3257,-0.2055,-2.5597,-0.9767,-5.4048
"s173","f3",-0.7231,-1.3588,-2.3288,-0.2125,-2.6298,-0.9938,-5.709
"s173","f4",-0.7347,-1.3794,-2.2963,-0.257,-2.8246,-1.064,-5.7277
"s173","f4",-0.7299,-1.361,-2.2876,-0.2373,-2.605,-1.0278,-5.4179
"s173","f4",-0.7214,-1.351,-2.3381,-0.238,-2.6769,-1.0211,-5.7183
"s174","f1",-0.7167,-1.3613,-2.3907,-0.1752,-2.7886,-0.9049,-5.6917
"s174","f1",-0.707,-1.3674,-2.4068,-0.2135,-2.8627,-0.9852,-5.4068
"s174","f1",-0.7031,-1.3731,-2.5635,-0.217,-5.7096,-0.9953,-5.7096
"s174","f2",-0.705,-1.3518,-2.4793,-0.2197,-5.4087,-0.9913,-5.7098
"s174","f2",-0.705,-1.3664,-2.3565,-0.1921,-5.6989,-0.9507,-5.3979
"s174","f2",-0.7058,-1.3605,-2.4496,-0.2067,-5.7049,-0.9701,-5.7049
"s174","f3",-0.7102,-1.3655,-2.6484,-0.1702,-2.8447,-0.9016,-5.6898
"s174","f3",-0.7051,-1.352,-2.5541,-0.1961,-5.7003,-0.9498,-5.3992
"s174","f3",-0.7109,-1.3583,-2.448,-0.1475,-5.6784,-0.8498,-5.6784
"s174","f4",-0.7086,-1.3582,-2.4316,-0.221,-5.7104,-0.9869,-5.7104
"s174","f4",-0.7028,-1.3463,-2.4013,-0.202,-5.4013,-0.9636,-5.4013
"s174","f4",-0.7022,-1.3636,-2.4959,-0.1959,-5.7,-0.9495,-5.7
"s175","f1",-0.7253,-1.3586,-2.2419,-0.1675,-2.5429,-0.9016,-5.689
"s175","f1",-0.7228,-1.3377,-2.2427,-0.1696,-2.4111,-0.9175,-5.3888
"s175","f1",-0.7249,-1.3542,-2.1702,-0.166,-2.7344,-0.9055,-5.6887
"s175","f2",-0.7139,-1.343,-2.2579,-0.1692,-2.5754,-0.917,-5.6893
"s175","f2",-0.7257,-1.349,-2.1454,-0.1668,-2.5755,-0.9201,-5.3885
"s175","f2",-0.7254,-1.3529,-2.262,-0.1747,-2.652,-0.933,-5.6934
"s175","f3",-0.7257,-1.3321,-2.158,-0.1403,-2.3755,-0.8643,-5.6765
"s175","f3",-0.7181,-1.3461,-2.1759,-0.1812,-2.5183,-0.9348,-5.3934
"s175","f3",-0.7228,-1.3428,-2.28,-0.1792,-5.695,-0.9383,-5.695
"s175","f4",-0.7073,-1.3398,-2.2244,-0.2001,-2.3591,-0.9789,-5.7016
"s175","f4",-0.7215,-1.3411,-2.1995,-0.2035,-2.5286,-0.9853,-5.4036
"s175","f4",-0.7186,-1.3532,-2.274,-0.2042,-2.5592,-0.9902,-5.7054
"s176","f1",-0.7143,-1.3379,-2.0656,-0.2172,-2.5951,-1.0092,-5.709
"s176","f1",-0.7119,-1.3405,-2.1415,-0.2175,-2.8066,-1.0151,-5.4087
"s176","f1",-0.7193,-1.3376,-2.0671,-0.2197,-2.7105,-1.0133,-5.7105
"s176","f2",-0.7149,-1.3232,-2.105,-0.2123,-2.6279,-1.0038,-5.7071
"s176","f2",-0.7081,-1.3244,-2.1266,-0.2112,-2.8613,-1.0031,-5.4053
"s176","f2",-0.7079,-1.3406,-2.0951,-0.2154,-5.7079,-1.0012,-5.7079
"s176","f3",-0.739,-1.3368,-2.0358,-0.1808,-2.8534,-0.985,-5.6985
"s176","f3",-0.7386,-1.3336,-2.0863,-0.1834,-2.6199,-0.9814,-5.398
"s176","f3",-0.7374,-1.3366,-2.0963,-0.1812,-2.5223,-0.9832,-5.6984
"s176","f4",-0.7274,-1.3327,-2.0768,-0.1939,-2.7001,-0.9558,-5.7001
"s176","f4",-0.7205,-1.3308,-2.0665,-0.1943,-2.8549,-0.962,-5.399
"s176","f4",-0.718,-1.3304,-2.1049,-0.2117,-2.6656,-0.9943,-5.707
"s177","f1",-0.7161,-1.3626,-2.2096,-0.2306,-2.3723,-1.0246,-5.7147
"s177","f1",-0.7202,-1.3648,-2.2276,-0.2383,-2.5428,-1.045,-5.4179
"s177","f1",-0.7233,-1.3529,-2.2431,-0.2424,-2.6063,-1.0445,-5.7202
"s177","f2",-0.7309,-1.3703,-2.2154,-0.2056,-2.5027,-0.9825,-5.7068
"s177","f2",-0.7251,-1.3811,-2.3457,-0.2076,-2.6282,-0.979,-5.4064
"s177","f2",-0.7267,-1.3645,-2.2899,-0.2022,-2.5588,-0.9733,-5.7049
"s177","f3",-0.7349,-1.3676,-2.2166,-0.2079,-2.6666,-0.9829,-5.708
"s177","f3",-0.7262,-1.3622,-2.177,-0.2121,-2.6293,-0.9883,-5.4075
"s177","f3",-0.7323,-1.359,-2.2602,-0.2064,-2.7531,-0.983,-5.7073
"s177","f4",-0.735,-1.3263,-2.0233,-0.1398,-2.6765,-0.8583,-5.6765
"s177","f4",-0.7278,-1.3299,-2.0525,-0.1607,-2.6067,-0.9034,-5.3849
"s177","f4",-0.7293,-1.3366,-2.0675,-0.1708,-2.6493,-0.9206,-5.6907
"s178","f1",-0.7234,-1.3288,-2.0922,-0.1825,-2.74,-0.9445,-2.2793
"s178","f1",-0.7238,-1.3501,-2.1132,-0.2037,-5.7042,-0.9874,-2.324
"s178","f1",-0.7283,-1.35,-2.115,-0.2086,-2.706,-0.9834,-2.405
"s178","f2",-0.7254,-1.3475,-2.0505,-0.1812,-2.6939,-0.9403,-2.2467
"s178","f2",-0.7269,-1.3271,-2.0905,-0.1783,-2.6926,-0.9307,-2.4138
"s178","f2",-0.7323,-1.3382,-2.1048,-0.1601,-2.6054,-0.8936,-2.1794
"s178","f3",-0.7267,-1.3333,-2.1283,-0.2145,-2.863,-0.9954,-2.4071
"s178","f3",-0.7283,-1.3272,-2.0446,-0.213,-2.7532,-0.9981,-2.3852
"s178","f3",-0.7292,-1.3363,-2.1511,-0.2117,-2.666,-0.9956,-2.3457
"s178","f4",-0.7263,-1.351,-2.1087,-0.2193,-2.8077,-1.011,-2.4555
"s178","f4",-0.7262,-1.3202,-2.1091,-0.2222,-2.6697,-1.0192,-2.3889
"s178","f4",-0.7327,-1.3337,-2.1079,-0.1444,-2.5622,-0.8527,-2.0634
"s179","f1",-0.7153,-1.3547,-2.2036,-0.2143,-2.7088,-1.0012,-5.7088
"s179","f1",-0.7198,-1.3654,-2.1574,-0.226,-2.5675,-1.0182,-5.4126
"s179","f1",-0.7199,-1.3565,-2.1549,-0.19,-2.5528,-0.9586,-5.699
"s179","f2",-0.7181,-1.3631,-2.1721,-0.2004,-2.5275,-0.9817,-5.7035
"s179","f2",-0.7206,-1.3663,-2.2035,-0.2133,-2.5625,-0.9935,-5.4076
"s179","f2",-0.7161,-1.3583,-2.1136,-0.2051,-2.5907,-0.9829,-5.7047
"s179","f3",-0.7251,-1.3331,-2.0858,-0.1193,-2.3868,-0.8155,-5.6656
"s179","f3",-0.7228,-1.3477,-2.1095,-0.1173,-2.5196,-0.8232,-5.3647
"s179","f3",-0.7163,-1.3305,-2.2238,-0.1303,-2.3922,-0.8449,-5.671
"s179","f4",-0.7265,-1.3423,-2.1347,-0.1453,-2.4747,-0.8672,-5.6788
"s179","f4",-0.7332,-1.3627,-2.1873,-0.1434,-2.3999,-0.8598,-5.3777
"s179","f4",-0.7309,-1.3476,-2.0829,-0.1344,-2.3729,-0.8492,-5.6739
"s180","f1",-0.7144,-1.3514,-2.357,-0.2398,-2.3965,-1.0494,-5.7188
"s180","f1",-0.7158,-1.3391,-2.3196,-0.2371,-2.4388,-1.0436,-5.4165
"s180","f1",-0.712,-1.3378,-2.3756,-0.2389,-2.4627,-1.0468,-5.718
"s180","f2",-0.7148,-1.3329,-2.2531,-0.1951,-2.3992,-0.9687,-5.7003
"s180","f2",-0.7129,-1.3441,-2.2087,-0.1941,-2.4448,-0.9717,-5.3991
"s180","f2",-0.7133,-1.3423,-2.2193,-0.1864,-2.354,-0.9529,-5.6964
"s180","f3",-0.7121,-1.3315,-2.2236,-0.1968,-2.3205,-0.9789,-5.7007
"s180","f3",-0.721,-1.347,-2.2221,-0.1914,-2.3375,-0.9604,-5.3982
"s180","f3",-0.7123,-1.3212,-2.2664,-0.191,-2.3755,-0.959,-5.6978
"s180","f4",-0.7215,-1.3495,-2.2605,-0.1735,-2.3908,-0.927,-5.6919
"s180","f4",-0.7185,-1.3309,-2.2758,-0.1731,-2.2928,-0.9251,-5.3897
"s180","f4",-0.7069,-1.3202,-2.3166,-0.1893,-2.2496,-0.9636,-5.6968
"s181","f1",-0.7075,-1.3192,-2.205,-0.2216,-2.4797,-1.0199,-5.7101
"s181","f1",-0.7088,-1.3288,-2.2813,-0.2268,-2.4822,-1.0287,-5.4116
"s181","f1",-0.7063,-1.3318,-2.1734,-0.2406,-2.487,-1.05,-5.7174
"s181","f2",-0.7065,-1.3081,-2.2006,-0.1786,-2.3302,-0.9477,-5.692
"s181","f2",-0.7081,-1.3258,-2.216,-0.1795,-2.3507,-0.9512,-5.3921
"s181","f2",-0.7076,-1.3079,-2.2463,-0.1812,-2.3317,-0.9547,-5.6935
"s181","f3",-0.7153,-1.3201,-2.1526,-0.187,-2.3957,-0.9627,-5.6967
"s181","f3",-0.7121,-1.3021,-2.1745,-0.1794,-2.3708,-0.9542,-5.392
"s181","f3",-0.7114,-1.3116,-2.1496,-0.1818,-2.2957,-0.9525,-5.6936
"s181","f4",-0.7122,-1.3207,-2.1336,-0.1726,-2.292,-0.9363,-5.6899
"s181","f4",-0.7078,-1.3197,-2.1089,-0.1979,-2.3382,-0.9781,-5.3989
"s181","f4",-0.7158,-1.3107,-2.2339,-0.1865,-2.4175,-0.9559,-5.6963
"s182","f1",-0.7254,-1.3489,-2.1627,-0.2089,-2.7068,-0.9825,-5.7068
"s182","f1",-0.7244,-1.3664,-2.262,-0.2517,-2.683,-1.0607,-5.4233
"s182","f1",-0.7336,-1.3765,-2.3247,-0.2003,-2.7049,-0.9622,-5.7049
"s182","f2",-0.7398,-1.3723,-2.308,-0.1625,-2.433,-0.8896,-5.6882
"s182","f2",-0.7294,-1.3574,-2.3888,-0.167,-2.4857,-0.9059,-5.3888
"s182","f2",-0.7339,-1.3717,-2.2727,-0.162,-2.409,-0.8939,-5.6877
"s182","f3",-0.7304,-1.3711,-2.2946,-0.2127,-2.5956,-0.9869,-5.7095
"s182","f3",-0.7243,-1.3667,-2.2902,-0.2026,-2.5291,-0.9793,-5.4041
"s182","f3",-0.7232,-1.3679,-2.2914,-0.2059,-2.5023,-0.9854,-5.7064
"s182","f4",-0.7214,-1.3499,-2.3558,-0.1863,-2.4941,-0.9578,-5.6982
"s182","f4",-0.7235,-1.3502,-2.327,-0.1651,-2.4582,-0.9134,-5.3877
"s182","f4",-0.7228,-1.3554,-2.4733,-0.1994,-2.5276,-0.9721,-5.7037
"s183","f1",-0.7331,-1.3279,-2.3138,-0.2145,-2.5978,-1.0332,-5.7117
"s183","f1",-0.7323,-1.3079,-2.2745,-0.2015,-2.6645,-1.0086,-5.4048
"s183","f1",-0.7271,-1.3057,-2.2368,-0.2237,-2.7139,-1.0437,-5.7139
"s183","f2",-0.7386,-1.3225,-2.3119,-0.2116,-2.6685,-1.0049,-5.7099
"s183","f2",-0.7346,-1.3137,-2.275,-0.2024,-2.8033,-1.0039,-5.4053
"s183","f2",-0.733,-1.3292,-2.2999,-0.2226,-2.7606,-1.0427,-5.7148
"s183","f3",-0.734,-1.3204,-2.2799,-0.2163,-2.5974,-1.0167,-5.7113
"s183","f3",-0.7264,-1.3205,-2.2964,-0.2167,-2.8083,-1.0256,-5.4104
"s183","f3",-0.7341,-1.3101,-2.2431,-0.1668,-2.5763,-0.9306,-5.6903
"s183","f4",-0.7338,-1.3271,-2.2742,-0.2005,-2.6263,-0.9971,-5.7055
"s183","f4",-0.7247,-1.3246,-2.2824,-0.2224,-2.8686,-1.038,-5.4127
"s183","f4",-0.7292,-1.3138,-2.2459,-0.2077,-2.8052,-1.0189,-5.7083
"s184","f1",-0.7414,-1.3239,-2.1769,-0.119,-2.4642,-0.8313,-5.6683
"s184","f1",-0.7389,-1.3154,-2.1368,-0.1457,-2.6017,-0.8878,-5.3798
"s184","f1",-0.7371,-1.3095,-2.1008,-0.1442,-2.6806,-0.8974,-5.6806
"s184","f2",-0.7295,-1.3209,-2.2365,-0.221,-2.8105,-1.0406,-5.7136
"s184","f2",-0.7319,-1.3129,-2.1888,-0.2048,-2.8622,-1.0171,-5.4063
"s184","f2",-0.7309,-1.3183,-2.2214,-0.2194,-2.7127,-1.0351,-5.7127
"s184","f3",-0.7356,-1.3057,-2.2709,-0.1538,-2.572,-0.9278,-5.6859
"s184","f3",-0.73,-1.3078,-2.239,-0.1569,-2.6448,-0.922,-5.3852
"s184","f3",-0.7255,-1.2931,-2.2069,-0.1529,-2.6049,-0.9236,-5.684
"s184","f4",-0.7313,-1.3211,-2.2294,-0.2384,-2.6793,-1.0783,-5.7207
"s184","f4",-0.7295,-1.3259,-2.289,-0.2363,-5.7203,-1.0739,-5.4193
"s184","f4",-0.7241,-1.3059,-2.2007,-0.2374,-2.7192,-1.0778,-5.7192
"s185","f1",-0.7139,-1.3551,-2.1946,-0.2255,-2.6717,-1.0202,-5.7131
"s185","f1",-0.7252,-1.3692,-2.1715,-0.2269,-5.7156,-1.0289,-5.4146
"s185","f1",-0.7186,-1.35,-2.2104,-0.2292,-5.7155,-1.0298,-5.7155
"s185","f2",-0.7356,-1.3602,-2.3066,-0.1903,-5.4035,-1.0117,-5.7046
"s185","f2",-0.7421,-1.371,-2.2965,-0.207,-5.7115,-1.0311,-5.4104
"s185","f2",-0.7454,-1.3764,-2.2176,-0.2357,-5.7227,-1.0753,-5.7227
"s185","f3",-0.7226,-1.3616,-2.1765,-0.2089,-5.407,-0.997,-5.708
"s185","f3",-0.7209,-1.3558,-2.3674,-0.2122,-5.7099,-1.0074,-5.4088
"s185","f3",-0.7242,-1.3703,-2.2503,-0.2204,-5.4117,-1.0069,-5.7127
"s185","f4",-0.7223,-1.3667,-2.2717,-0.2361,-5.7188,-1.0385,-5.7188
"s185","f4",-0.7215,-1.3482,-2.2223,-0.2229,-5.7137,-1.0279,-5.4126
"s185","f4",-0.7215,-1.3482,-2.2223,-0.2229,-5.7137,-1.0279,-5.7137
"s186","f1",-0.7266,-1.3841,-2.1917,-0.2134,-5.4092,-0.9942,-5.7102
"s186","f1",-0.7176,-1.3433,-2.2388,-0.1942,-2.8561,-0.9753,-5.4002
"s186","f1",-0.717,-1.3357,-2.0973,-0.1909,-5.6993,-0.971,-5.6993
"s186","f2",-0.7357,-1.3477,-2.2105,-0.1922,-2.9237,-0.9654,-5.7018
"s186","f2",-0.7226,-1.3381,-2.2374,-0.1914,-5.6998,-0.9548,-5.3988
"s186","f2",-0.7298,-1.358,-2.2651,-0.1808,-5.6964,-0.9375,-5.6964
"s186","f3",-0.7268,-1.3553,-2.2123,-0.1993,-5.4026,-0.9649,-5.7036
"s186","f3",-0.7239,-1.3702,-2.2595,-0.2052,-5.7066,-0.9856,-5.4056
"s186","f3",-0.7299,-1.3669,-2.243,-0.2013,-5.7054,-0.9746,-5.7054
"s186","f4",-0.7238,-1.3589,-2.4082,-0.2117,-5.4082,-0.989,-5.7092
"s186","f4",-0.7248,-1.3495,-2.1702,-0.1953,-5.7017,-0.9581,-5.4006
"s186","f4",-0.7272,-1.3492,-2.2039,-0.2124,-5.709,-0.9897,-5.709
"s187","f1",-0.718,-1.3513,-2.1072,-0.216,-5.4082,-0.9908,-5.7093
"s187","f1",-0.7295,-1.3507,-2.26,-0.1329,-5.675,-0.8508,-5.3739
"s187","f1",-0.7237,-1.3278,-2.2058,-0.1213,-5.6682,-0.8281,-5.6682
"s187","f2",-0.7157,-1.324,-2.1867,-0.1416,-5.377,-0.8836,-5.6781
"s187","f2",-0.7203,-1.3468,-2.2041,-0.1471,-5.6812,-0.8896,-5.3802
"s187","f2",-0.7198,-1.334,-2.1993,-0.1387,-5.6764,-0.8642,-5.6764
"s187","f3",-0.7161,-1.3338,-2.2632,-0.2182,-5.4093,-1.0045,-5.7104
"s187","f3",-0.7246,-1.3633,-2.2084,-0.2217,-5.7136,-1.0198,-5.4125
"s187","f3",-0.7209,-1.3486,-2.2954,-0.2154,-5.7104,-1.0045,-5.7104
"s187","f4",-0.7207,-1.3507,-2.2057,-0.1834,-5.396,-0.9496,-5.6971
"s187","f4",-0.7156,-1.3288,-2.23,-0.1742,-5.6924,-0.9373,-5.3914
"s187","f4",-0.7186,-1.3456,-2.2045,-0.1819,-5.6958,-0.9422,-5.6958
"s188","f1",-0.7287,-1.3625,-2.2214,-0.213,-5.4117,-1.0026,-5.7127
"s188","f1",-0.7182,-1.3526,-2.2695,-0.1929,-5.7009,-0.9629,-5.3998
"s188","f1",-0.7149,-1.3435,-2.1985,-0.1682,-5.6898,-0.9242,-5.6898
"s188","f2",-0.7124,-1.3434,-2.2728,-0.1626,-5.3868,-0.9221,-5.6878
"s188","f2",-0.7185,-1.3483,-2.3105,-0.1692,-5.6907,-0.9214,-5.3897
"s188","f2",-0.7182,-1.3407,-2.2266,-0.1657,-5.689,-0.9189,-5.689
"s188","f3",-0.7245,-1.3516,-2.3728,-0.1442,-5.3728,-0.8892,-5.6738
"s188","f3",-0.7332,-1.3402,-2.2945,-0.1442,-5.6747,-0.9075,-5.3736
"s188","f3",-0.7369,-1.3526,-2.2789,-0.1481,-5.6769,-0.8951,-5.6769
"s188","f4",-0.717,-1.3418,-2.213,-0.1692,-5.3891,-0.9193,-5.6901
"s188","f4",-0.7294,-1.3685,-2.2241,-0.1581,-5.6865,-0.8921,-5.3855
"s188","f4",-0.7199,-1.3277,-2.3296,-0.1546,-5.6837,-0.892,-5.6837
"s189","f1",-0.7156,-1.3722,-5.3996,-0.1885,-5.3996,-0.9603,-5.7006
"s189","f1",-0.7154,-1.3691,-5.6954,-0.1765,-5.6954,-0.9388,-5.3944
"s189","f1",-0.7205,-1.3873,-5.6969,-0.1776,-5.6969,-0.9402,-5.6969
"s189","f2",-0.7186,-1.3646,-5.3689,-0.1197,-5.67,-0.84,-5.67
"s189","f2",-0.7185,-1.3491,-5.6629,-0.1057,-5.3619,-0.816,-5.3619
"s189","f2",-0.7159,-1.3831,-5.7176,-0.2292,-5.7176,-1.0354,-5.7176
"s189","f3",-0.7263,-1.3674,-5.3717,-0.126,-5.6727,-0.8371,-5.6727
"s189","f3",-0.721,-1.3647,-5.6743,-0.13,-5.3733,-0.8476,-5.3733
"s189","f3",-0.7183,-1.3729,-5.6992,-0.1849,-5.6992,-0.951,-5.6992
"s189","f4",-0.714,-1.3697,-5.3971,-0.1818,-5.6981,-0.9585,-5.6981
"s189","f4",-0.7115,-1.3694,-5.7018,-0.1918,-5.4008,-0.9702,-5.4008
"s189","f4",-0.7099,-1.3744,-5.7007,-0.1886,-5.7007,-0.9707,-5.7007
"s190","f1",-0.7186,-1.3763,-2.5698,-0.1504,-5.6838,-0.8921,-5.6838
"s190","f1",-0.7128,-1.3583,-5.6928,-0.1728,-2.8477,-0.9323,-5.3917
"s190","f1",-0.7191,-1.384,-5.6271,-0.0404,-2.5479,-0.6714,-5.6271
"s190","f2",-0.7186,-1.396,-5.7099,-0.2116,-5.4088,-0.9897,-5.7099
"s190","f2",-0.7108,-1.3706,-5.408,-0.2106,-5.709,-1.0006,-5.408
"s190","f2",-0.7136,-1.3642,-5.7145,-0.2245,-5.7145,-1.0138,-5.7145
"s190","f3",-0.722,-1.3644,-5.3815,-0.1468,-2.7794,-0.8922,-5.6825
"s190","f3",-0.7246,-1.3683,-5.6779,-0.1376,-2.6779,-0.8643,-5.3769
"s190","f3",-0.7108,-1.3798,-5.6957,-0.1779,-5.6957,-0.9483,-5.6957
"s190","f4",-0.7175,-1.3454,-5.3887,-0.1663,-5.3887,-0.9138,-5.6898
"s190","f4",-0.7158,-1.3707,-5.6908,-0.1668,-5.6908,-0.9185,-5.3898
"s190","f4",-0.7158,-1.3707,-5.6908,-0.1668,-5.6908,-0.9185,-5.6908
"s191","f1",-0.7151,-1.3393,-2.2001,-0.1704,-5.3904,-0.9402,-5.6914
"s191","f1",-0.7167,-1.3508,-2.3354,-0.1834,-5.6971,-0.9505,-5.3961
"s191","f1",-0.7164,-1.3694,-2.3714,-0.1739,-5.6936,-0.937,-5.6936
"s191","f2",-0.7232,-1.3591,-2.2464,-0.174,-5.3925,-0.9324,-5.6936
"s191","f2",-0.7232,-1.3725,-2.2875,-0.2357,-5.7188,-1.034,-5.4178
"s191","f2",-0.7234,-1.3616,-2.31,-0.2079,-5.7079,-0.9911,-5.7079
"s191","f3",-0.7175,-1.331,-2.2852,-0.1514,-5.3821,-0.9035,-5.6831
"s191","f3",-0.7158,-1.339,-2.3012,-0.1465,-5.6814,-0.9011,-5.3804
"s191","f3",-0.7114,-1.3383,-2.3025,-0.1517,-5.6827,-0.8995,-5.6827
"s191","f4",-0.7187,-1.3397,-2.2652,-0.144,-5.3791,-0.8913,-5.6802
"s191","f4",-0.7137,-1.3386,-2.3232,-0.156,-5.6849,-0.9082,-5.3839
"s191","f4",-0.7094,-1.3114,-2.2201,-0.154,-5.6825,-0.9008,-5.6825
"s192","f1",-0.7204,-1.3498,-2.2287,-0.2056,-5.7059,-0.98,-5.7059
"s192","f1",-0.7201,-1.3576,-2.2346,-0.2202,-5.4107,-1.0016,-5.4107
"s192","f1",-0.7179,-1.3576,-2.3081,-0.2488,-5.723,-1.0556,-5.723
"s192","f2",-0.7183,-1.3512,-2.2976,-0.1797,-5.3945,-0.9435,-5.6956
"s192","f2",-0.7178,-1.3395,-2.3733,-0.1798,-5.6956,-0.9466,-5.3945
"s192","f2",-0.7172,-1.337,-2.3332,-0.1793,-5.695,-0.9406,-5.695
"s192","f3",-0.7241,-1.3643,-2.3439,-0.2497,-5.4231,-1.0539,-5.7241
"s192","f3",-0.7298,-1.3684,-2.3782,-0.2398,-5.7206,-1.0268,-5.4195
"s192","f3",-0.7298,-1.3697,-2.2305,-0.2438,-5.7219,-1.037,-5.7219
"s192","f4",-0.7219,-1.374,-2.2593,-0.2039,-5.4054,-0.988,-5.7065
"s192","f4",-0.7189,-1.3506,-2.3245,-0.2016,-5.7048,-0.9805,-5.4037
"s192","f4",-0.7188,-1.3641,-2.3743,-0.1799,-5.6965,-0.9507,-5.6965
"s193","f1",-0.7187,-1.3226,-2.3066,-0.2028,-2.5285,-0.997,-5.7046
"s193","f1",-0.7298,-1.321,-2.2734,-0.1658,-2.4096,-0.908,-5.3873
